service_date,route_id,trip_id,direction_id,direction,from_parent_station,from_stop_id,from_stop_name,to_parent_station,to_stop_id,to_stop_name,from_stop_departure_datetime,from_stop_departure_sec,to_stop_arrival_datetime,to_stop_arrival_sec,travel_time_sec
2024-05-04,Orange,NONREV-1580555076,1,North,place-forhl,70001,Forest Hills,place-north,70027,North Station,2024-05-04T05:58:34Z,21514,2024-05-04T06:22:23Z,22943,1429
2024-12-14,Orange,64166230,1,North,place-bbsta,70015,Back Bay,place-sull,70031,Sullivan Square,2024-12-14T12:50:46Z,46246,2024-12-14T13:02:30Z,46950,704
2024-05-02,Orange,NONREV-1580554314,0,South,place-ogmnl,70036,Oak Grove,place-rcmnl,70008,Roxbury Crossing,2024-05-02T05:15:35Z,18935,2024-05-02T05:50:30Z,21030,2095
2024-08-17,Red,63145264,1,North,place-qnctr,70102,Quincy Center,place-wlsta,70100,Wollaston,2024-08-17T12:49:48Z,46188,2024-08-17T12:53:26Z,46406,218
2024-01-19,Orange,NONREV-1580524582,0,South,place-sbmnl,70004,Stony Brook,place-grnst,70002,Green Street,2024-01-19T07:18:00Z,26280,2024-01-19T07:18:44Z,26324,44
2024-09-24,Red,65190063,0,South,place-knncl,70071,Kendall/MIT,place-chmnl,70073,Charles/MGH,2024-09-24T13:35:09Z,48909,2024-09-24T13:36:18Z,48978,69
2024-07-27,Orange,63283687,1,North,place-welln,70033,Wellington,place-mlmnl,70035,Malden Center,2024-07-27T22:15:52Z,80152,2024-07-27T22:18:57Z,80337,185
2024-03-31,Blue,ADDED-1581837954,0,West,place-wimnl,70049,Wood Island,place-aport,70047,Airport,2024-03-31T20:44:12Z,74652,2024-03-31T20:45:18Z,74718,66
2024-01-04,Red,60392597,1,North,place-qamnl,70104,Quincy Adams,place-pktrm,70076,Park Street,2024-01-04T18:45:15Z,67515,2024-01-04T19:18:21Z,69501,1986
2024-08-30,Red,63913386,1,North,place-pktrm,70076,Park Street,place-chmnl,70074,Charles/MGH,2024-08-30T09:44:28Z,35068,2024-08-30T09:45:27Z,35127,59
2024-05-26,Red,61170878,1,North,place-jfk,70096,JFK/UMass,place-portr,70066,Porter,2024-05-26T19:53:50Z,71630,2024-05-26T20:31:28Z,73888,2258
2024-12-29,Red,66792948,0,South,place-davis,70063,Davis,place-chmnl,70073,Charles/MGH,2024-12-29T13:41:53Z,49313,2024-12-29T13:53:08Z,49988,675
2024-06-04,Blue,62248736,0,West,place-sdmnl,70053,Suffolk Downs,place-orhte,70051,Orient Heights,2024-06-04T09:08:59Z,32939,2024-06-04T09:10:02Z,33002,63
2024-06-01,Red,63496582,0,South,place-dwnxg,70077,Downtown Crossing,place-jfk,70095,JFK/UMass,2024-06-01T10:33:24Z,38004,2024-06-01T10:42:12Z,38532,528
2024-09-16,Orange,64072523,1,North,place-tumnl,70017,Tufts Medical Center,place-chncl,70019,Chinatown,2024-09-16T14:28:38Z,52118,2024-09-16T14:29:10Z,52150,32
2024-08-31,Red,63655332,1,North,place-brdwy,70082,Broadway,place-dwnxg,70078,Downtown Crossing,2024-08-31T10:52:14Z,39134,2024-08-31T10:58:49Z,39529,395
2024-01-26,Blue,59736662,0,West,place-state,70041,State,place-gover,70039,Government Center,2024-01-26T11:55:16Z,42916,2024-01-26T11:55:58Z,42958,42
2024-12-30,Orange,66278827,0,South,place-mlmnl,70034,Malden Center,place-rugg,70010,Ruggles,2024-12-30T07:20:36Z,26436,2024-12-30T07:43:56Z,27836,1400
2024-09-16,Blue,65198043,1,East,place-bomnl,70038,Bowdoin,place-wimnl,70050,Wood Island,2024-09-16T07:27:10Z,26830,2024-09-16T07:36:33Z,27393,563
2024-10-29,Blue,65198354,0,West,place-wondl,70059,Wonderland,place-gover,70039,Government Center,2024-10-29T19:25:25Z,69925,2024-10-29T19:42:03Z,70923,998
2024-02-24,Blue,59736340,0,West,place-rbmnl,70057,Revere Beach,place-mvbcl,70045,Maverick,2024-02-24T07:31:30Z,27090,2024-02-24T07:44:23Z,27863,773
2024-09-19,Blue,65198139,1,East,place-gover,70040,Government Center,place-wondl,70060,Wonderland,2024-09-19T07:18:42Z,26322,2024-09-19T07:39:53Z,27593,1271
2024-02-19,Orange,59723920,1,North,place-dwnxg,70021,Downtown Crossing,place-north,70027,North Station,2024-02-19T11:43:00Z,42180,2024-02-19T11:47:14Z,42434,254
2024-01-26,Orange,ADDED-1581767763,0,South,place-dwnxg,70020,Downtown Crossing,place-rcmnl,70008,Roxbury Crossing,2024-01-26T16:55:03Z,60903,2024-01-26T17:07:27Z,61647,744
2024-03-01,Red,ADDED-1581804826,0,South,place-andrw,70083,Andrew,place-wlsta,70099,Wollaston,2024-03-01T16:33:25Z,59605,2024-03-01T16:55:13Z,60913,1308
2024-04-27,Orange,ADDED-1581870428,0,South,place-sull,70030,Sullivan Square,place-north,70026,North Station,2024-04-27T07:05:06Z,25506,2024-04-27T07:10:46Z,25846,340
2024-08-13,Orange,63145419,0,South,place-chncl,70018,Chinatown,place-tumnl,70016,Tufts Medical Center,2024-08-13T08:30:42Z,30642,2024-08-13T08:31:07Z,30667,25
2024-03-05,Red,60392464,1,North,place-dwnxg,70078,Downtown Crossing,place-cntsq,70070,Central,2024-03-05T18:18:59Z,65939,2024-03-05T18:35:03Z,66903,964
2024-04-22,Orange,61512374,0,South,place-rugg,70010,Ruggles,place-sbmnl,70004,Stony Brook,2024-04-22T23:00:58Z,82858,2024-04-22T23:07:25Z,83245,387
2024-01-20,Red,ADDED-1581760170,1,North,place-andrw,70084,Andrew,place-davis,70064,Davis,2024-01-20T06:37:56Z,23876,2024-01-20T07:09:07Z,25747,1871
2024-07-06,Blue,63350791,0,West,place-rbmnl,70057,Revere Beach,place-sdmnl,70053,Suffolk Downs,2024-07-06T07:42:38Z,27758,2024-07-06T07:45:03Z,27903,145
2024-04-15,Orange,61512304,0,South,place-ccmnl,70028,Community College,place-bbsta,70014,Back Bay,2024-04-15T13:02:59Z,46979,2024-04-15T13:14:51Z,47691,712
2024-01-04,Orange,60455468,0,South,place-tumnl,70016,Tufts Medical Center,place-forhl,70001,Forest Hills,2024-01-04T20:58:00Z,75480,2024-01-04T21:13:37Z,76417,937
2024-07-15,Orange,63145614,1,North,place-grnst,70003,Green Street,place-masta,70013,Massachusetts Avenue,2024-07-15T16:24:30Z,59070,2024-07-15T16:34:43Z,59683,613
2024-01-05,Red,60392460,1,North,place-asmnl,70094,Ashmont,place-jfk,70086,JFK/UMass,2024-01-05T16:37:39Z,59859,2024-01-05T16:59:42Z,61182,1323
2024-10-10,Blue,65198275,0,West,place-rbmnl,70057,Revere Beach,place-bmmnl,70055,Beachmont,2024-10-10T18:13:29Z,65609,2024-10-10T18:14:39Z,65679,70
2024-09-08,Orange,64166519,0,South,place-haecl,70024,Haymarket,place-jaksn,70006,Jackson Square,2024-09-08T21:08:05Z,76085,2024-09-08T21:28:36Z,77316,1231
2024-11-20,Orange,ADDED-1582146964,1,North,place-tumnl,70017,Tufts Medical Center,place-north,70027,North Station,2024-11-20T21:27:07Z,77227,2024-11-20T21:33:35Z,77615,388
2024-10-02,Blue,65198274,1,East,place-bmmnl,70056,Beachmont,place-wondl,70060,Wonderland,2024-10-02T18:22:00Z,66120,2024-10-02T18:25:39Z,66339,219
2024-01-19,Orange,60455596,1,North,place-forhl,70001,Forest Hills,place-welln,70033,Wellington,2024-01-19T20:57:29Z,75449,2024-01-19T21:37:12Z,77832,2383
2024-07-12,Orange,63145517,0,South,place-mlmnl,70034,Malden Center,place-state,70022,State,2024-07-12T21:31:00Z,77460,2024-07-12T21:46:07Z,78367,907
2024-05-08,Orange,61512344,0,South,place-masta,70012,Massachusetts Avenue,place-jaksn,70006,Jackson Square,2024-05-08T18:30:43Z,66643,2024-05-08T18:37:08Z,67028,385
2024-04-19,Orange,61512289,0,South,place-welln,70032,Wellington,place-dwnxg,70020,Downtown Crossing,2024-04-19T10:39:09Z,38349,2024-04-19T10:54:35Z,39275,926
2024-03-10,Orange,60970900,1,North,place-state,70023,State,place-ogmnl,70036,Oak Grove,2024-03-10T07:19:00Z,26340,2024-03-10T07:39:13Z,27553,1213
2024-12-03,Red,63919758,0,South,place-knncl,70071,Kendall/MIT,place-brdwy,70081,Broadway,2024-12-03T21:57:36Z,79056,2024-12-03T22:06:39Z,79599,543
2024-02-29,Orange,NONREV-1580537109,0,South,place-mlmnl,70034,Malden Center,place-chncl,70018,Chinatown,2024-02-29T06:03:27Z,21807,2024-02-29T06:26:13Z,23173,1366
2024-02-10,Red,60746929-20:45-HarvardParkSuspend,1,North,place-brdwy,70082,Broadway,place-dwnxg,70078,Downtown Crossing,2024-02-10T15:26:53Z,55613,2024-02-10T15:31:13Z,55873,260
2024-11-27,Blue,65198396,1,East,place-gover,70040,Government Center,place-wondl,70060,Wonderland,2024-11-28T01:11:25Z,90685,2024-11-28T01:33:15Z,91995,1310
2024-10-19,Orange,ADDED-1582104193,0,South,place-ogmnl,Oak Grove-01,Oak Grove,place-sull,70030,Sullivan Square,2024-10-19T20:31:54Z,73914,2024-10-19T20:43:02Z,74582,668
2024-11-25,Blue,65198239,1,East,place-bomnl,70038,Bowdoin,place-sdmnl,70054,Suffolk Downs,2024-11-25T11:34:32Z,41672,2024-11-25T11:51:20Z,42680,1008
2024-01-08,Blue,59736672,0,West,place-orhte,70051,Orient Heights,place-wimnl,70049,Wood Island,2024-01-08T13:42:49Z,49369,2024-01-08T13:44:53Z,49493,124
2024-12-16,Red,66715183,1,North,place-asmnl,70094,Ashmont,place-jfk,70086,JFK/UMass,2024-12-17T00:15:23Z,87323,2024-12-17T00:23:14Z,87794,471
2024-10-15,Red,ADDED-1582097817,1,North,place-brntn,Braintree-02,Braintree,place-brdwy,70082,Broadway,2024-10-15T11:27:12Z,41232,2024-10-15T11:54:29Z,42869,1637
2024-09-24,Red,65189933,1,North,place-cntsq,70070,Central,place-harsq,70068,Harvard,2024-09-24T15:54:00Z,57240,2024-09-24T15:56:58Z,57418,178
2024-09-25,Blue,ADDED-1582074541,0,West,place-wondl,70059,Wonderland,place-gover,70039,Government Center,2024-09-25T16:06:22Z,57982,2024-09-25T16:26:45Z,59205,1223
2024-02-27,Orange,60455517,1,North,place-ccmnl,70029,Community College,place-mlmnl,70035,Malden Center,2024-02-27T10:40:47Z,38447,2024-02-27T10:52:54Z,39174,727
2024-09-14,Red,65209337,0,South,place-davis,70063,Davis,place-smmnl,70091,Shawmut,2024-09-14T16:37:12Z,59832,2024-09-14T17:09:56Z,61796,1964
2024-09-05,Orange,ADDED-1582052121,1,North,place-masta,70013,Massachusetts Avenue,place-haecl,70025,Haymarket,2024-09-05T15:05:08Z,54308,2024-09-05T15:17:43Z,55063,755
2024-08-07,Orange,63145471,0,South,place-tumnl,70016,Tufts Medical Center,place-rugg,70010,Ruggles,2024-08-07T15:34:39Z,56079,2024-08-07T15:41:52Z,56512,433
2024-04-12,Blue,NONREV-1580549317,0,West,place-wimnl,70049,Wood Island,place-bomnl,70838,Bowdoin,2024-04-12T05:31:58Z,19918,2024-04-12T05:52:07Z,21127,1209
2024-12-16,Orange,66279063,0,South,place-ogmnl,Oak Grove-01,Oak Grove,place-forhl,70001,Forest Hills,2024-12-16T18:13:37Z,65617,2024-12-16T18:51:45Z,67905,2288
2024-10-04,Red,ADDED-1582084239,0,South,place-pktrm,70075,Park Street,place-wlsta,70099,Wollaston,2024-10-04T08:43:00Z,31380,2024-10-04T09:01:24Z,32484,1104
2024-12-17,Orange,66279004,1,North,place-rcmnl,70009,Roxbury Crossing,place-masta,70013,Massachusetts Avenue,2024-12-17T16:40:32Z,60032,2024-12-17T16:42:47Z,60167,135
2024-06-25,Red,63288357,1,North,place-jfk,70096,JFK/UMass,place-knncl,70072,Kendall/MIT,2024-06-25T19:30:27Z,70227,2024-06-25T19:49:34Z,71374,1147
2024-09-25,Orange,64072644,0,South,place-ogmnl,Oak Grove-02,Oak Grove,place-welln,70032,Wellington,2024-09-25T19:42:34Z,70954,2024-09-25T19:49:07Z,71347,393
2024-04-08,Orange,61512352,0,South,place-rugg,70010,Ruggles,place-jaksn,70006,Jackson Square,2024-04-08T19:32:27Z,70347,2024-04-08T19:37:02Z,70622,275
2024-05-01,Orange,61512268,0,South,place-north,70026,North Station,place-dwnxg,70020,Downtown Crossing,2024-05-01T08:06:14Z,29174,2024-05-01T08:12:15Z,29535,361
2024-11-19,Blue,65198367,1,East,place-aport,70048,Airport,place-bmmnl,70056,Beachmont,2024-11-19T23:30:35Z,84635,2024-11-19T23:37:21Z,85041,406
2024-02-20,Orange,60455456,0,South,place-welln,70032,Wellington,place-haecl,70024,Haymarket,2024-02-20T18:50:12Z,67812,2024-02-20T19:02:31Z,68551,739
2024-10-25,Red,ADDED-1582111210,1,North,place-jfk,70096,JFK/UMass,place-knncl,70072,Kendall/MIT,2024-10-25T17:29:22Z,62962,2024-10-25T17:44:44Z,63884,922
2024-07-10,Orange,NONREV-1580574628,0,South,place-mlmnl,70034,Malden Center,place-haecl,70024,Haymarket,2024-07-10T06:41:29Z,24089,2024-07-10T06:54:53Z,24893,804
2024-12-27,Blue,67271005,0,West,place-aport,70047,Airport,place-bomnl,70838,Bowdoin,2024-12-27T06:08:47Z,22127,2024-12-27T06:17:46Z,22666,539
2024-08-12,Orange,ADDED-1582014926,1,North,place-chncl,70019,Chinatown,place-astao,70279,Assembly,2024-08-12T05:41:42Z,20502,2024-08-12T05:52:31Z,21151,649
2024-05-18,Red,ADDED-1581909506,0,South,place-shmnl,70087,Savin Hill,place-asmnl,70093,Ashmont,2024-05-18T16:16:54Z,58614,2024-05-18T16:24:09Z,59049,435
2024-10-17,Blue,65198298,0,West,place-aport,70047,Airport,place-bomnl,70838,Bowdoin,2024-10-17T18:57:15Z,68235,2024-10-17T19:05:54Z,68754,519
2024-09-09,Orange,64072504,0,South,place-bbsta,70014,Back Bay,place-masta,70012,Massachusetts Avenue,2024-09-09T14:46:43Z,53203,2024-09-09T14:48:00Z,53280,77
2024-07-11,Blue,63350305,0,West,place-wimnl,70049,Wood Island,place-mvbcl,70045,Maverick,2024-07-11T18:40:06Z,67206,2024-07-11T18:43:10Z,67390,184
2024-09-28,Orange,64166234,1,North,place-rugg,70011,Ruggles,place-state,70023,State,2024-09-28T16:18:18Z,58698,2024-09-28T16:29:58Z,59398,700
2024-12-20,Red,ADDED-1582178423,1,North,place-qnctr,70102,Quincy Center,place-davis,70064,Davis,2024-12-20T16:29:11Z,59351,2024-12-20T17:28:53Z,62933,3582
2024-05-18,Blue,62157732,1,East,place-aport,70048,Airport,place-wimnl,70050,Wood Island,2024-05-18T19:26:40Z,70000,2024-05-18T19:27:38Z,70058,58
2024-02-11,Orange,59668998,1,North,place-forhl,70001,Forest Hills,place-tumnl,70017,Tufts Medical Center,2024-02-11T10:18:16Z,37096,2024-02-11T10:33:12Z,37992,896
2024-10-08,Orange,ADDED-1582088868,0,South,place-ogmnl,70036,Oak Grove,place-chncl,70018,Chinatown,2024-10-08T15:40:34Z,56434,2024-10-08T16:01:01Z,57661,1227
2024-10-29,Blue,65198419,1,East,place-wimnl,70050,Wood Island,place-rbmnl,70058,Revere Beach,2024-10-29T22:56:59Z,82619,2024-10-29T23:04:17Z,83057,438
2024-03-08,Orange,60455460,0,South,place-north,70026,North Station,place-grnst,70002,Green Street,2024-03-08T19:29:18Z,70158,2024-03-08T19:52:10Z,71530,1372
2024-10-20,Red,63649761,0,South,place-jfk,70095,JFK/UMass,place-qamnl,70103,Quincy Adams,2024-10-20T13:03:37Z,47017,2024-10-20T13:18:14Z,47894,877
2024-12-31,Orange,66292434,0,South,place-ogmnl,Oak Grove-02,Oak Grove,place-state,70022,State,2024-12-31T15:07:29Z,54449,2024-12-31T15:22:26Z,55346,897
2024-04-13,Orange,61187635,0,South,place-chncl,70018,Chinatown,place-masta,70012,Massachusetts Avenue,2024-04-13T07:52:31Z,28351,2024-04-13T07:57:25Z,28645,294
2024-01-06,Orange,59669213,0,South,place-mlmnl,70034,Malden Center,place-masta,70012,Massachusetts Avenue,2024-01-06T09:26:44Z,34004,2024-01-06T09:53:03Z,35583,1579
2024-09-07,Orange,64166393,0,South,place-state,70022,State,place-dwnxg,70020,Downtown Crossing,2024-09-07T10:12:22Z,36742,2024-09-07T10:12:36Z,36756,14
2024-03-12,Orange,60455530,1,North,place-haecl,70025,Haymarket,place-mlmnl,70035,Malden Center,2024-03-12T11:44:45Z,42285,2024-03-12T12:00:00Z,43200,915
2024-05-17,Red,ADDED-1581908381,1,North,place-chmnl,70074,Charles/MGH,place-cntsq,70070,Central,2024-05-17T19:38:59Z,70739,2024-05-17T19:42:57Z,70977,238
2024-09-05,Orange,ADDED-1582052121,1,North,place-forhl,Forest Hills-02,Forest Hills,place-jaksn,70007,Jackson Square,2024-09-05T14:50:54Z,53454,2024-09-05T14:58:40Z,53920,466
2024-10-24,Red,ADDED-1582109785,1,North,place-qamnl,70104,Quincy Adams,place-jfk,70096,JFK/UMass,2024-10-24T14:01:18Z,50478,2024-10-24T14:14:34Z,51274,796
2024-02-25,Blue,60107761,0,West,place-aport,70047,Airport,place-bomnl,70838,Bowdoin,2024-02-25T21:06:50Z,76010,2024-02-25T21:15:11Z,76511,501
2024-08-22,Orange,63145661,1,North,place-masta,70013,Massachusetts Avenue,place-bbsta,70015,Back Bay,2024-08-22T23:03:04Z,82984,2024-08-22T23:04:20Z,83060,76
2024-12-22,Orange,ADDED-1582180279,0,South,place-sull,70030,Sullivan Square,place-dwnxg,70020,Downtown Crossing,2024-12-22T16:02:22Z,57742,2024-12-22T16:10:02Z,58202,460
2024-09-14,Orange,64166327,0,South,place-ogmnl,Oak Grove-02,Oak Grove,place-chncl,70018,Chinatown,2024-09-14T14:18:34Z,51514,2024-09-14T14:41:16Z,52876,1362
2024-08-11,Red,63144866,0,South,place-davis,70063,Davis,place-chmnl,70073,Charles/MGH,2024-08-11T15:53:06Z,57186,2024-08-11T16:08:28Z,58108,922
2024-07-12,Red,ADDED-1581976942,0,South,place-dwnxg,70077,Downtown Crossing,place-andrw,70083,Andrew,2024-07-12T21:59:43Z,79183,2024-07-12T22:04:47Z,79487,304
2024-09-29,Blue,65182545,1,East,place-bmmnl,70056,Beachmont,place-wondl,70060,Wonderland,2024-09-29T22:16:02Z,80162,2024-09-29T22:18:42Z,80322,160
2024-09-09,Orange,64072521,1,North,place-haecl,70025,Haymarket,place-welln,70033,Wellington,2024-09-09T15:57:21Z,57441,2024-09-09T16:06:36Z,57996,555
2024-06-05,Red,61319198,0,South,place-jfk,70095,JFK/UMass,place-qamnl,70103,Quincy Adams,2024-06-05T18:03:24Z,65004,2024-06-05T18:28:52Z,66532,1528
2024-06-18,Orange,ADDED-1581949157,1,North,place-chncl,70019,Chinatown,place-ccmnl,70029,Community College,2024-06-18T07:28:18Z,26898,2024-06-18T07:35:03Z,27303,405
2024-01-11,Red,60392552,1,North,place-brdwy,70082,Broadway,place-portr,70066,Porter,2024-01-11T07:03:55Z,25435,2024-01-11T07:30:28Z,27028,1593
2024-04-29,Red,ADDED-1581873637,1,North,place-jfk,70086,JFK/UMass,place-portr,70066,Porter,2024-04-29T20:33:06Z,73986,2024-04-29T21:06:22Z,75982,1996
2024-09-21,Blue,65181723,0,West,place-wondl,70059,Wonderland,place-wimnl,70049,Wood Island,2024-09-21T21:28:56Z,77336,2024-09-21T21:37:04Z,77824,488
2024-12-26,Red,66715115,1,North,place-fldcr,70090,Fields Corner,place-alfcl,70061,Alewife,2024-12-26T11:14:16Z,40456,2024-12-26T11:51:24Z,42684,2228
2024-01-29,Orange,60455513,1,North,place-state,70023,State,place-mlmnl,70035,Malden Center,2024-01-29T09:29:58Z,34198,2024-01-29T09:48:40Z,35320,1122
2024-09-07,Red,65209267,0,South,place-andrw,70083,Andrew,place-shmnl,70087,Savin Hill,2024-09-07T07:38:23Z,27503,2024-09-07T07:41:59Z,27719,216
2024-02-08,Orange,60455654,0,South,place-mlmnl,70034,Malden Center,place-grnst,70002,Green Street,2024-02-09T00:35:53Z,88553,2024-02-09T01:33:28Z,92008,3455
2024-10-04,Orange,64072530,0,South,place-sull,70030,Sullivan Square,place-bbsta,70014,Back Bay,2024-10-04T18:33:59Z,66839,2024-10-04T18:46:42Z,67602,763
2024-07-01,Blue,63350170,0,West,place-rbmnl,70057,Revere Beach,place-mvbcl,70045,Maverick,2024-07-01T07:53:42Z,28422,2024-07-01T08:05:44Z,29144,722
2024-01-09,Orange,60455456,0,South,place-astao,70278,Assembly,place-tumnl,70016,Tufts Medical Center,2024-01-09T18:47:22Z,67642,2024-01-09T19:03:31Z,68611,969
2024-06-02,Blue,62157977,1,East,place-mvbcl,70046,Maverick,place-bmmnl,70056,Beachmont,2024-06-02T23:45:57Z,85557,2024-06-02T23:55:02Z,86102,545
2024-07-18,Blue,63350253,0,West,place-wondl,70059,Wonderland,place-aport,70047,Airport,2024-07-18T10:42:16Z,38536,2024-07-18T10:52:38Z,39158,622
2024-04-11,Orange,61512456,1,North,place-masta,70013,Massachusetts Avenue,place-mlmnl,70035,Malden Center,2024-04-11T15:37:13Z,56233,2024-04-11T16:07:13Z,58033,1800
2024-02-16,Red,60392569,1,North,place-qamnl,70104,Quincy Adams,place-qnctr,70102,Quincy Center,2024-02-16T11:11:19Z,40279,2024-02-16T11:13:58Z,40438,159
2024-04-09,Orange,61512454,1,North,place-sbmnl,70005,Stony Brook,place-haecl,70025,Haymarket,2024-04-09T15:01:52Z,54112,2024-04-09T15:19:36Z,55176,1064
2024-09-07,Red,65209204,1,North,place-asmnl,70094,Ashmont,place-chmnl,70074,Charles/MGH,2024-09-07T17:29:12Z,62952,2024-09-07T17:59:10Z,64750,1798
2024-05-15,Blue,62248647,1,East,place-bomnl,70038,Bowdoin,place-rbmnl,70058,Revere Beach,2024-05-15T06:41:06Z,24066,2024-05-15T06:57:14Z,25034,968
2024-07-18,Orange,63145635,1,North,place-haecl,70025,Haymarket,place-sull,70031,Sullivan Square,2024-07-18T19:31:36Z,70296,2024-07-18T19:36:37Z,70597,301
2024-01-04,Red,ADDED-1581742541,0,South,place-chmnl,70073,Charles/MGH,place-andrw,70083,Andrew,2024-01-04T09:47:57Z,35277,2024-01-04T10:03:51Z,36231,954
2024-11-11,Red,63919883,0,South,place-portr,70065,Porter,place-dwnxg,70077,Downtown Crossing,2024-11-11T09:40:34Z,34834,2024-11-11T09:56:11Z,35771,937
2024-10-10,Orange,ADDED-1582091813,1,North,place-north,70027,North Station,place-mlmnl,70035,Malden Center,2024-10-10T18:05:32Z,65132,2024-10-10T18:17:39Z,65859,727
2024-10-23,Red,63919700,0,South,place-chmnl,70073,Charles/MGH,place-andrw,70083,Andrew,2024-10-23T17:59:49Z,64789,2024-10-23T18:09:58Z,65398,609
2024-02-15,Red,60392428,1,North,place-cntsq,70070,Central,place-portr,70066,Porter,2024-02-15T08:43:26Z,31406,2024-02-15T08:54:19Z,32059,653
2024-08-19,Orange,63145491,0,South,place-mlmnl,70034,Malden Center,place-masta,70012,Massachusetts Avenue,2024-08-19T17:45:22Z,63922,2024-08-19T18:07:50Z,65270,1348
2024-12-05,Orange,64072493,1,North,place-grnst,70003,Green Street,place-chncl,70019,Chinatown,2024-12-05T14:49:10Z,53350,2024-12-05T15:03:14Z,54194,844
2024-04-04,Orange,60455539,1,North,place-sbmnl,70005,Stony Brook,place-astao,70279,Assembly,2024-04-04T12:54:49Z,46489,2024-04-04T13:24:22Z,48262,1773
