service_date,route_id,trip_id,direction_id,direction,from_parent_station,from_stop_id,from_stop_name,to_parent_station,to_stop_id,to_stop_name,from_stop_departure_datetime,from_stop_departure_sec,to_stop_arrival_datetime,to_stop_arrival_sec,travel_time_sec
2024-09-22,Blue,65182375,0,West,place-orhte,70051,Orient Heights,place-wimnl,70049,Wood Island,2024-09-22T09:42:15Z,34935,2024-09-22T09:43:57Z,35037,102
2024-06-29,Blue,63350872,1,East,place-wimnl,70050,Wood Island,place-rbmnl,70058,Revere Beach,2024-06-29T07:47:02Z,28022,2024-06-29T07:53:39Z,28419,397
2024-01-12,Orange,60455477,0,South,place-haecl,70024,Haymarket,place-dwnxg,70020,Downtown Crossing,2024-01-12T22:22:20Z,80540,2024-01-12T22:25:50Z,80750,210
2024-08-07,Orange,63145560,1,North,place-grnst,70003,Green Street,place-chncl,70019,Chinatown,2024-08-07T09:10:22Z,33022,2024-08-07T09:31:36Z,34296,1274
2024-05-27,Orange,61339051,1,North,place-sbmnl,70005,Stony Brook,place-bbsta,70015,Back Bay,2024-05-27T23:50:01Z,85801,2024-05-27T23:59:49Z,86389,588
2024-07-05,Orange,63145483,0,South,place-ccmnl,70028,Community College,place-dwnxg,70020,Downtown Crossing,2024-07-05T16:53:09Z,60789,2024-07-05T16:59:15Z,61155,366
2024-05-17,Red,61319305,0,South,place-cntsq,70069,Central,place-nqncy,70097,North Quincy,2024-05-17T19:34:27Z,70467,2024-05-17T20:09:11Z,72551,2084
2024-02-29,Orange,NONREV-1580537132,1,North,place-rugg,70011,Ruggles,place-tumnl,70017,Tufts Medical Center,2024-02-29T06:10:41Z,22241,2024-02-29T06:17:17Z,22637,396
2024-12-02,Red,63919748,0,South,place-cntsq,70069,Central,place-pktrm,70075,Park Street,2024-12-02T23:07:34Z,83254,2024-12-02T23:13:24Z,83604,350
2024-03-14,Blue,59736841,0,West,place-wondl,70059,Wonderland,place-rbmnl,70057,Revere Beach,2024-03-14T19:03:58Z,68638,2024-03-14T19:04:35Z,68675,37
2024-01-13,Orange,59669211,0,South,place-astao,70278,Assembly,place-tumnl,70016,Tufts Medical Center,2024-01-13T09:17:44Z,33464,2024-01-13T09:33:00Z,34380,916
2024-04-15,Red,61319067,0,South,place-davis,70063,Davis,place-shmnl,70087,Savin Hill,2024-04-15T17:28:48Z,62928,2024-04-15T18:13:22Z,65602,2674
2024-12-09,Orange,64072492,0,South,place-bbsta,70014,Back Bay,place-sbmnl,70004,Stony Brook,2024-12-09T14:22:47Z,51767,2024-12-09T14:30:21Z,52221,454
2024-12-24,Blue,67270998,1,East,place-bomnl,70038,Bowdoin,place-sdmnl,70054,Suffolk Downs,2024-12-24T06:28:45Z,23325,2024-12-24T06:41:42Z,24102,777
2024-05-28,Blue,62248979,0,West,place-gover,70039,Government Center,place-bomnl,70838,Bowdoin,2024-05-28T22:51:20Z,82280,2024-05-28T22:51:59Z,82319,39
2024-11-14,Red,63919613,1,North,place-shmnl,70088,Savin Hill,place-pktrm,70076,Park Street,2024-11-14T17:44:30Z,63870,2024-11-14T17:55:59Z,64559,689
2024-06-20,Red,NONREV-1580568555,1,North,place-qnctr,70102,Quincy Center,place-andrw,70084,Andrew,2024-06-20T06:58:07Z,25087,2024-06-20T07:23:37Z,26617,1530
2024-08-30,Blue,65198121,0,West,place-orhte,70051,Orient Heights,place-aqucl,70043,Aquarium,2024-08-30T06:49:11Z,24551,2024-08-30T06:57:16Z,25036,485
2024-11-21,Blue,65198111,0,West,place-rbmnl,70057,Revere Beach,place-aqucl,70043,Aquarium,2024-11-21T06:43:26Z,24206,2024-11-21T06:57:33Z,25053,847
2024-01-23,Orange,60455528,1,North,place-rugg,70011,Ruggles,place-welln,70033,Wellington,2024-01-23T11:20:17Z,40817,2024-01-23T11:55:09Z,42909,2092
2024-05-06,Orange,61512496,1,North,place-grnst,70003,Green Street,place-astao,70279,Assembly,2024-05-06T20:22:25Z,73345,2024-05-06T20:54:45Z,75285,1940
2024-10-04,Orange,64072411,1,North,place-forhl,70001,Forest Hills,place-masta,70013,Massachusetts Avenue,2024-10-04T06:56:32Z,24992,2024-10-04T07:10:56Z,25856,864
2024-11-23,Orange,64166384,1,North,place-rugg,70011,Ruggles,place-chncl,70019,Chinatown,2024-11-23T22:03:47Z,79427,2024-11-23T22:10:17Z,79817,390
2024-07-01,Red,ADDED-1581965491,0,South,place-cntsq,70069,Central,place-andrw,70083,Andrew,2024-07-01T08:30:48Z,30648,2024-07-01T08:46:42Z,31602,954
2024-12-19,Orange,ADDED-1582177618,0,South,place-haecl,70024,Haymarket,place-rcmnl,70008,Roxbury Crossing,2024-12-19T18:42:04Z,67324,2024-12-19T18:55:28Z,68128,804
2024-02-27,Red,60392539,0,South,place-alfcl,70061,Alewife,place-jfk,70085,JFK/UMass,2024-02-27T21:46:57Z,78417,2024-02-27T22:26:56Z,80816,2399
2024-08-20,Blue,63350143,0,West,place-wondl,70059,Wonderland,place-aport,70047,Airport,2024-08-20T06:36:50Z,23810,2024-08-20T06:46:07Z,24367,557
2024-08-27,Orange,ADDED-1582039646,1,North,place-ccmnl,70029,Community College,place-astao,70279,Assembly,2024-08-27T12:34:57Z,45297,2024-08-27T12:38:07Z,45487,190
2024-08-01,Orange,63145553,1,North,place-bbsta,70015,Back Bay,place-mlmnl,70035,Malden Center,2024-08-01T08:31:50Z,30710,2024-08-01T08:53:32Z,32012,1302
2024-12-28,Red,66740737,0,South,place-alfcl,Alewife-01,Alewife,place-cntsq,70069,Central,2024-12-28T12:39:51Z,45591,2024-12-28T12:50:37Z,46237,646
2024-06-10,Blue,62248920,0,West,place-bmmnl,70055,Beachmont,place-sdmnl,70053,Suffolk Downs,2024-06-10T19:21:28Z,69688,2024-06-10T19:22:21Z,69741,53
2024-10-29,Red,63919613,1,North,place-asmnl,70094,Ashmont,place-andrw,70084,Andrew,2024-10-29T17:32:51Z,63171,2024-10-29T17:46:43Z,64003,832
2024-03-20,Red,60392507,0,South,place-portr,70065,Porter,place-cntsq,70069,Central,2024-03-20T12:51:45Z,46305,2024-03-20T12:59:46Z,46786,481
2024-08-04,Red,63144879,1,North,place-jfk,70086,JFK/UMass,place-chmnl,70074,Charles/MGH,2024-08-04T11:04:59Z,39899,2024-08-04T11:18:02Z,40682,783
2024-02-22,Orange,60455557,1,North,place-state,70023,State,place-north,70027,North Station,2024-02-22T15:59:34Z,57574,2024-02-22T16:01:54Z,57714,140
2024-11-12,Red,ADDED-1582135598,1,North,place-jfk,70096,JFK/UMass,place-dwnxg,70078,Downtown Crossing,2024-11-12T17:51:46Z,64306,2024-11-12T17:59:26Z,64766,460
2024-12-05,Orange,64072464,0,South,place-rugg,70010,Ruggles,place-rcmnl,70008,Roxbury Crossing,2024-12-05T10:55:07Z,39307,2024-12-05T10:56:10Z,39370,63
2024-11-09,Orange,64166303,0,South,place-chncl,70018,Chinatown,place-rugg,70010,Ruggles,2024-11-09T14:27:40Z,52060,2024-11-09T14:33:54Z,52434,374
2024-01-23,Orange,60455489,0,South,place-north,70026,North Station,place-bbsta,70014,Back Bay,2024-01-24T00:14:05Z,87245,2024-01-24T00:22:55Z,87775,530
2024-12-18,Orange,66278962,1,North,place-haecl,70025,Haymarket,place-welln,70033,Wellington,2024-12-18T15:07:07Z,54427,2024-12-18T15:22:45Z,55365,938
2024-07-07,Orange,63283511,1,North,place-rcmnl,70009,Roxbury Crossing,place-sull,70031,Sullivan Square,2024-07-07T11:19:05Z,40745,2024-07-07T11:36:38Z,41798,1053
2024-10-12,Blue,65181902,0,West,place-rbmnl,70057,Revere Beach,place-bmmnl,70055,Beachmont,2024-10-12T06:01:26Z,21686,2024-10-12T06:02:37Z,21757,71
2024-11-21,Orange,64072548,0,South,place-sull,70030,Sullivan Square,place-grnst,70002,Green Street,2024-11-21T18:45:37Z,67537,2024-11-21T19:08:47Z,68927,1390
2024-01-07,Blue,60107775,1,East,place-aport,70048,Airport,place-wondl,70060,Wonderland,2024-01-07T22:34:59Z,81299,2024-01-07T22:47:41Z,82061,762
2024-01-23,Red,60392477,1,North,place-chmnl,70074,Charles/MGH,place-harsq,70068,Harvard,2024-01-23T22:16:23Z,80183,2024-01-23T22:29:17Z,80957,774
2024-02-25,Orange,ADDED-1581796524,1,North,place-state,70023,State,place-welln,70033,Wellington,2024-02-25T06:38:56Z,23936,2024-02-25T06:53:35Z,24815,879
2024-04-05,Blue,59736622,0,West,place-rbmnl,70057,Revere Beach,place-aport,70047,Airport,2024-04-05T06:47:07Z,24427,2024-04-05T06:56:20Z,24980,553
2024-02-23,Orange,60455424,0,South,place-ogmnl,70036,Oak Grove,place-sull,70030,Sullivan Square,2024-02-23T14:22:43Z,51763,2024-02-23T14:32:15Z,52335,572
2024-07-02,Red,63288290,0,South,place-chmnl,70073,Charles/MGH,place-jfk,70085,JFK/UMass,2024-07-02T22:38:04Z,81484,2024-07-02T22:52:38Z,82358,874
2024-12-13,Red,ADDED-1582172153,1,North,place-qamnl,70104,Quincy Adams,place-andrw,70084,Andrew,2024-12-13T07:43:19Z,27799,2024-12-13T08:03:13Z,28993,1194
2024-07-08,Orange,63145488,0,South,place-tumnl,70016,Tufts Medical Center,place-forhl,70001,Forest Hills,2024-07-08T17:42:36Z,63756,2024-07-08T18:03:26Z,65006,1250
2024-03-12,Orange,60455614,1,North,place-rugg,70011,Ruggles,place-astao,70279,Assembly,2024-03-13T00:07:55Z,86875,2024-03-13T00:32:30Z,88350,1475
2024-04-11,Red,61319052,0,South,place-portr,70065,Porter,place-sstat,70079,South Station,2024-04-11T15:05:21Z,54321,2024-04-11T15:26:02Z,55562,1241
2024-04-24,Red,61319299,1,North,place-qnctr,70102,Quincy Center,place-brdwy,70082,Broadway,2024-04-24T23:53:53Z,86033,2024-04-25T00:26:18Z,87978,1945
2024-03-12,Red,60392513,0,South,place-fldcr,70089,Fields Corner,place-asmnl,70093,Ashmont,2024-03-12T15:15:29Z,54929,2024-03-12T15:19:02Z,55142,213
2024-10-11,Red,63919582,0,South,place-smmnl,70091,Shawmut,place-asmnl,70093,Ashmont,2024-10-11T06:36:28Z,23788,2024-10-11T06:38:01Z,23881,93
2024-06-12,Orange,61512345,0,South,place-ccmnl,70028,Community College,place-grnst,70002,Green Street,2024-06-12T18:18:29Z,65909,2024-06-12T18:43:38Z,67418,1509
2024-12-28,Red,66740613,1,North,place-dwnxg,70078,Downtown Crossing,place-pktrm,70076,Park Street,2024-12-28T06:27:22Z,23242,2024-12-28T06:27:37Z,23257,15
2024-01-23,Orange,ADDED-1581762900,1,North,place-chncl,70019,Chinatown,place-haecl,70025,Haymarket,2024-01-23T05:51:59Z,21119,2024-01-23T05:56:54Z,21414,295
2024-01-25,Red,60392467,1,North,place-andrw,70084,Andrew,place-portr,70066,Porter,2024-01-25T19:00:22Z,68422,2024-01-25T19:34:21Z,70461,2039
2024-11-18,Orange,64072485,1,North,place-sbmnl,70005,Stony Brook,place-haecl,70025,Haymarket,2024-11-18T14:35:58Z,52558,2024-11-18T14:51:40Z,53500,942
2024-12-18,Red,ADDED-1582176627,1,North,place-brdwy,70082,Broadway,place-knncl,70072,Kendall/MIT,2024-12-18T14:24:58Z,51898,2024-12-18T14:35:05Z,52505,607
2024-09-03,Orange,64072393,1,North,place-jaksn,70007,Jackson Square,place-welln,70033,Wellington,2024-09-03T06:47:39Z,24459,2024-09-03T07:10:25Z,25825,1366
2024-07-06,Blue,63350812,0,West,place-wondl,70059,Wonderland,place-aqucl,70043,Aquarium,2024-07-06T11:38:23Z,41903,2024-07-06T11:52:39Z,42759,856
2024-03-17,Red,ADDED-1581822058,1,North,place-shmnl,70088,Savin Hill,place-portr,70066,Porter,2024-03-17T06:07:29Z,22049,2024-03-17T06:41:54Z,24114,2065
2024-11-13,Red,63919655,1,North,place-smmnl,70092,Shawmut,place-knncl,70072,Kendall/MIT,2024-11-13T07:47:40Z,28060,2024-11-13T08:20:54Z,30054,1994
2024-01-06,Orange,59669280,0,South,place-state,70022,State,place-dwnxg,70020,Downtown Crossing,2024-01-06T21:33:33Z,77613,2024-01-06T21:33:55Z,77635,22
2024-02-15,Blue,ADDED-1581785421,0,West,place-sdmnl,70053,Suffolk Downs,place-aport,70047,Airport,2024-02-15T10:57:57Z,39477,2024-02-15T11:05:02Z,39902,425
2024-06-11,Orange,61512492,1,North,place-rugg,70011,Ruggles,place-astao,70279,Assembly,2024-06-11T20:00:35Z,72035,2024-06-11T20:27:41Z,73661,1626
2024-09-02,Blue,65181430,1,East,place-bomnl,70038,Bowdoin,place-wondl,70060,Wonderland,2024-09-02T10:56:15Z,39375,2024-09-02T11:14:48Z,40488,1113
2024-04-22,Orange,61512274,0,South,place-welln,70032,Wellington,place-rcmnl,70008,Roxbury Crossing,2024-04-22T08:40:14Z,31214,2024-04-22T09:07:25Z,32845,1631
2024-08-28,Blue,65198074,0,West,place-aqucl,70043,Aquarium,place-bomnl,70838,Bowdoin,2024-08-28T08:26:43Z,30403,2024-08-28T08:30:16Z,30616,213
2024-10-14,Orange,65543526,0,South,place-welln,70032,Wellington,place-north,70026,North Station,2024-10-14T21:40:30Z,78030,2024-10-14T21:48:45Z,78525,495
2024-10-01,Blue,65198125,0,West,place-wimnl,70049,Wood Island,place-state,70041,State,2024-10-01T08:41:29Z,31289,2024-10-01T08:48:35Z,31715,426
2024-06-07,Red,61319328,1,North,place-harsq,70068,Harvard,place-portr,70066,Porter,2024-06-07T17:00:23Z,61223,2024-06-07T17:02:20Z,61340,117
2024-09-14,Orange,64166311,0,South,place-north,70026,North Station,place-dwnxg,70020,Downtown Crossing,2024-09-14T20:55:29Z,75329,2024-09-14T20:58:40Z,75520,191
2024-06-12,Orange,61512446,1,North,place-chncl,70019,Chinatown,place-ccmnl,70029,Community College,2024-06-12T14:15:38Z,51338,2024-06-12T14:21:55Z,51715,377
2024-04-02,Orange,60455403,0,South,place-haecl,70024,Haymarket,place-state,70022,State,2024-04-02T11:32:10Z,41530,2024-04-02T11:33:39Z,41619,89
2024-02-06,Orange,ADDED-1581777467,0,South,place-tumnl,70016,Tufts Medical Center,place-jaksn,70006,Jackson Square,2024-02-06T21:37:29Z,77849,2024-02-06T21:48:46Z,78526,677
2024-02-07,Orange,60455444,0,South,place-mlmnl,70034,Malden Center,place-bbsta,70014,Back Bay,2024-02-07T17:04:36Z,61476,2024-02-07T17:30:04Z,63004,1528
2024-08-29,Red,63913491,0,South,place-harsq,70067,Harvard,place-jfk,70085,JFK/UMass,2024-08-29T12:58:02Z,46682,2024-08-29T13:17:44Z,47864,1182
2024-06-26,Orange,ADDED-1581959731,0,South,place-chncl,70018,Chinatown,place-rugg,70010,Ruggles,2024-06-26T22:48:58Z,82138,2024-06-26T22:56:08Z,82568,430
2024-11-28,Blue,65181579,1,East,place-orhte,70052,Orient Heights,place-sdmnl,70054,Suffolk Downs,2024-11-28T21:37:51Z,77871,2024-11-28T21:38:52Z,77932,61
2024-03-07,Red,60392440,1,North,place-andrw,70084,Andrew,place-brdwy,70082,Broadway,2024-03-07T11:20:32Z,40832,2024-03-07T11:24:16Z,41056,224
2024-02-06,Red,60746401-20:45-HarvardParkSuspend,1,North,place-wlsta,70100,Wollaston,place-pktrm,70076,Park Street,2024-02-06T17:07:28Z,61648,2024-02-06T17:35:47Z,63347,1699
2024-06-05,Blue,62248881,1,East,place-orhte,70052,Orient Heights,place-bmmnl,70056,Beachmont,2024-06-05T19:24:12Z,69852,2024-06-05T19:26:37Z,69997,145
2024-12-27,Blue,67271151,1,East,place-bomnl,70038,Bowdoin,place-mvbcl,70046,Maverick,2024-12-27T19:27:16Z,70036,2024-12-27T19:32:22Z,70342,306
2024-12-05,Red,ADDED-1582164946,0,South,place-harsq,70067,Harvard,place-jfk,70095,JFK/UMass,2024-12-05T10:47:10Z,38830,2024-12-05T11:09:04Z,40144,1314
2024-03-25,Red,60392546,0,South,place-portr,70065,Porter,place-jfk,70085,JFK/UMass,2024-03-25T23:53:31Z,86011,2024-03-26T00:33:16Z,88396,2385
2024-06-06,Red,61319252,1,North,place-qnctr,70102,Quincy Center,place-davis,70064,Davis,2024-06-06T11:45:34Z,42334,2024-06-06T12:38:25Z,45505,3171
2024-06-13,Red,61319047,1,North,place-jfk,70086,JFK/UMass,place-brdwy,70082,Broadway,2024-06-13T14:00:49Z,50449,2024-06-13T14:06:20Z,50780,331
2024-01-25,Red,60392457,1,North,place-jfk,70086,JFK/UMass,place-cntsq,70070,Central,2024-01-25T16:15:11Z,58511,2024-01-25T16:41:46Z,60106,1595
2024-05-29,Red,61319103,1,North,place-jfk,70086,JFK/UMass,place-knncl,70072,Kendall/MIT,2024-05-29T23:24:32Z,84272,2024-05-29T23:41:18Z,85278,1006
2024-01-23,Red,ADDED-1581763926,1,North,place-wlsta,70100,Wollaston,place-pktrm,70076,Park Street,2024-01-23T19:12:38Z,69158,2024-01-23T19:39:35Z,70775,1617
2024-06-18,Orange,63145618,1,North,place-sull,70031,Sullivan Square,place-welln,70033,Wellington,2024-06-18T17:28:14Z,62894,2024-06-18T17:31:00Z,63060,166
2024-09-02,Blue,65181445,1,East,place-bomnl,70038,Bowdoin,place-wondl,70060,Wonderland,2024-09-02T11:26:39Z,41199,2024-09-02T11:46:48Z,42408,1209
2024-09-26,Orange,64072622,0,South,place-ccmnl,70028,Community College,place-state,70022,State,2024-09-26T21:19:34Z,76774,2024-09-26T21:24:00Z,77040,266
2024-10-29,Orange,ADDED-1582115672,1,North,place-sbmnl,70005,Stony Brook,place-state,70023,State,2024-10-29T07:51:12Z,28272,2024-10-29T08:07:10Z,29230,958
2024-10-18,Red,63919725,1,North,place-jfk,70086,JFK/UMass,place-brdwy,70082,Broadway,2024-10-18T12:05:37Z,43537,2024-10-18T12:09:23Z,43763,226
2024-07-21,Orange,63283541,1,North,place-rugg,70011,Ruggles,place-welln,70033,Wellington,2024-07-21T17:53:06Z,64386,2024-07-21T18:14:58Z,65698,1312
2024-09-29,Red,ADDED-1582078645,1,North,place-pktrm,70076,Park Street,place-portr,70066,Porter,2024-09-29T15:20:32Z,55232,2024-09-29T15:32:12Z,55932,700
2024-12-13,Red,ADDED-1582172581,1,North,place-qamnl,70104,Quincy Adams,place-davis,70064,Davis,2024-12-13T17:11:52Z,61912,2024-12-13T17:56:32Z,64592,2680
2024-02-08,Blue,ADDED-1581778909,0,West,place-wondl,70059,Wonderland,place-bmmnl,70055,Beachmont,2024-02-08T12:43:37Z,45817,2024-02-08T12:46:13Z,45973,156
2024-07-01,Red,63288136,0,South,place-davis,70063,Davis,place-smmnl,70091,Shawmut,2024-07-01T08:12:50Z,29570,2024-07-01T08:49:47Z,31787,2217
2024-02-17,Orange,ADDED-1581787277,0,South,place-astao,70278,Assembly,place-bbsta,70014,Back Bay,2024-02-17T13:53:16Z,49996,2024-02-17T14:12:51Z,51171,1175
2024-05-13,Orange,61512471,1,North,place-forhl,70001,Forest Hills,place-jaksn,70007,Jackson Square,2024-05-13T17:08:23Z,61703,2024-05-13T17:14:54Z,62094,391
2024-01-03,Red,NONREV-1580520008,0,South,place-chmnl,70073,Charles/MGH,place-sstat,70079,South Station,2024-01-03T06:01:17Z,21677,2024-01-03T06:07:15Z,22035,358
2024-10-18,Orange,ADDED-1582102755,0,South,place-astao,70278,Assembly,place-state,70022,State,2024-10-18T19:46:18Z,71178,2024-10-18T19:54:52Z,71692,514
2024-12-16,Red,66715270,0,South,place-brdwy,70081,Broadway,place-asmnl,70093,Ashmont,2024-12-16T21:59:30Z,79170,2024-12-16T22:14:07Z,80047,877
2024-06-03,Red,ADDED-1581930442,0,South,place-portr,70065,Porter,place-fldcr,70089,Fields Corner,2024-06-03T09:36:51Z,34611,2024-06-03T10:06:51Z,36411,1800
2024-12-11,Blue,65198418,0,West,place-bmmnl,70055,Beachmont,place-mvbcl,70045,Maverick,2024-12-11T22:26:14Z,80774,2024-12-11T22:35:38Z,81338,564
2024-10-12,Red,ADDED-1582094076,0,South,place-davis,70063,Davis,place-chmnl,70073,Charles/MGH,2024-10-12T15:05:20Z,54320,2024-10-12T15:19:17Z,55157,837
2024-02-17,Orange,60965390,0,South,place-haecl,70024,Haymarket,place-bbsta,70014,Back Bay,2024-02-17T05:37:48Z,20268,2024-02-17T05:45:19Z,20719,451
2024-04-22,Orange,61512276,0,South,place-mlmnl,70034,Malden Center,place-grnst,70002,Green Street,2024-04-22T08:51:41Z,31901,2024-04-22T09:27:52Z,34072,2171
2024-07-07,Orange,63283491,1,North,place-grnst,70003,Green Street,place-rugg,70011,Ruggles,2024-07-07T06:50:10Z,24610,2024-07-07T06:57:51Z,25071,461
2024-07-10,Orange,63145561,1,North,place-jaksn,70007,Jackson Square,place-ccmnl,70029,Community College,2024-07-10T09:19:46Z,33586,2024-07-10T09:44:13Z,35053,1467
2024-08-06,Orange,NONREV-1580583180,0,South,place-sull,70030,Sullivan Square,place-chncl,70018,Chinatown,2024-08-06T06:21:47Z,22907,2024-08-06T06:33:54Z,23634,727
2024-08-06,Red,63288452,0,South,place-sstat,70079,South Station,place-andrw,70083,Andrew,2024-08-07T00:43:37Z,89017,2024-08-07T00:48:14Z,89294,277
2024-04-27,Orange,ADDED-1581871120,1,North,place-chncl,70019,Chinatown,place-welln,70033,Wellington,2024-04-27T18:19:10Z,65950,2024-04-27T18:37:01Z,67021,1071
2024-06-22,Red,63145124,0,South,place-jfk,70085,JFK/UMass,place-asmnl,70093,Ashmont,2024-06-22T18:01:40Z,64900,2024-06-22T18:10:55Z,65455,555
2024-08-27,Red,63913243,0,South,place-jfk,70095,JFK/UMass,place-qamnl,70103,Quincy Adams,2024-08-27T15:06:03Z,54363,2024-08-27T15:27:55Z,55675,1312
2024-12-14,Red,ADDED-1582173349,1,North,place-sstat,70080,South Station,place-knncl,70072,Kendall/MIT,2024-12-14T15:09:44Z,54584,2024-12-14T15:19:50Z,55190,606
2024-04-04,Orange,60455384,0,South,place-masta,70012,Massachusetts Avenue,place-jaksn,70006,Jackson Square,2024-04-04T08:59:28Z,32368,2024-04-04T09:05:32Z,32732,364
2024-02-08,Red,60746328-20:45-HarvardParkSuspend,0,South,place-chmnl,70073,Charles/MGH,place-pktrm,70075,Park Street,2024-02-08T13:21:54Z,48114,2024-02-08T13:23:55Z,48235,121
2024-04-09,Orange,NONREV-1580548273,0,South,place-astao,70278,Assembly,place-state,70022,State,2024-04-09T06:40:11Z,24011,2024-04-09T06:52:37Z,24757,746
2024-03-06,Orange,60455388,0,South,place-astao,70278,Assembly,place-rcmnl,70008,Roxbury Crossing,2024-03-06T09:09:07Z,32947,2024-03-06T09:36:16Z,34576,1629
2024-07-09,Orange,ADDED-1581974036,0,South,place-tumnl,70016,Tufts Medical Center,place-jaksn,70006,Jackson Square,2024-07-09T20:59:15Z,75555,2024-07-09T21:11:22Z,76282,727
2024-03-11,Orange,60455471,0,South,place-state,70022,State,place-sbmnl,70004,Stony Brook,2024-03-11T21:22:49Z,76969,2024-03-11T21:39:46Z,77986,1017
2024-03-28,Red,ADDED-1581834704,1,North,place-dwnxg,70078,Downtown Crossing,place-cntsq,70070,Central,2024-03-28T18:53:01Z,67981,2024-03-28T19:03:19Z,68599,618
2024-12-29,Red,66792955,1,North,place-knncl,70072,Kendall/MIT,place-davis,70064,Davis,2024-12-29T17:10:51Z,61851,2024-12-29T17:20:18Z,62418,567
2024-04-01,Orange,60455477,0,South,place-rugg,70010,Ruggles,place-forhl,70001,Forest Hills,2024-04-01T22:34:59Z,81299,2024-04-01T22:45:21Z,81921,622
2024-03-28,Blue,59736805,1,East,place-aqucl,70044,Aquarium,place-wondl,70060,Wonderland,2024-03-28T13:04:21Z,47061,2024-03-28T13:22:54Z,48174,1113
2024-04-22,Orange,61512404,1,North,place-jaksn,70007,Jackson Square,place-sull,70031,Sullivan Square,2024-04-22T08:23:15Z,30195,2024-04-22T08:47:03Z,31623,1428
2024-07-06,Red,63145308,0,South,place-portr,70065,Porter,place-jfk,70095,JFK/UMass,2024-07-06T08:36:34Z,30994,2024-07-06T09:02:00Z,32520,1526
2024-06-21,Orange,63145492,0,South,place-sull,70030,Sullivan Square,place-jaksn,70006,Jackson Square,2024-06-21T18:02:43Z,64963,2024-06-21T18:30:07Z,66607,1644
2024-04-23,Orange,61512313,0,South,place-north,70026,North Station,place-masta,70012,Massachusetts Avenue,2024-04-23T14:17:09Z,51429,2024-04-23T14:29:14Z,52154,725
2024-01-23,Red,60392545,1,North,place-chmnl,70074,Charles/MGH,place-cntsq,70070,Central,2024-01-23T05:51:26Z,21086,2024-01-23T05:57:22Z,21442,356
2024-04-14,Red,61170901,0,South,place-portr,70065,Porter,place-dwnxg,70077,Downtown Crossing,2024-04-14T09:03:30Z,32610,2024-04-14T09:19:44Z,33584,974
2024-06-26,Orange,ADDED-1581958881,0,South,place-bbsta,70014,Back Bay,place-masta,70012,Massachusetts Avenue,2024-06-26T10:00:04Z,36004,2024-06-26T10:01:24Z,36084,80
2024-02-24,Orange,59669112,1,North,place-jaksn,70007,Jackson Square,place-rcmnl,70009,Roxbury Crossing,2024-02-24T10:17:30Z,37050,2024-02-24T10:18:28Z,37108,58
2024-07-16,Orange,63145666,1,North,place-rcmnl,70009,Roxbury Crossing,place-rugg,70011,Ruggles,2024-07-16T23:47:23Z,85643,2024-07-16T23:48:14Z,85694,51
2024-01-09,Red,60392638,0,South,place-portr,70065,Porter,place-dwnxg,70077,Downtown Crossing,2024-01-09T13:37:46Z,49066,2024-01-09T13:54:46Z,50086,1020
2024-12-26,Red,66715267,0,South,place-alfcl,70061,Alewife,place-harsq,70067,Harvard,2024-12-26T20:58:34Z,75514,2024-12-26T21:09:15Z,76155,641
2024-04-23,Red,61319150,1,North,place-smmnl,70092,Shawmut,place-knncl,70072,Kendall/MIT,2024-04-23T19:32:11Z,70331,2024-04-23T20:00:41Z,72041,1710
2024-12-29,Blue,67270512,0,West,place-bmmnl,70055,Beachmont,place-wimnl,70049,Wood Island,2024-12-29T15:48:23Z,56903,2024-12-29T15:53:21Z,57201,298
2024-09-27,Red,65189897,1,North,place-asmnl,70094,Ashmont,place-chmnl,70074,Charles/MGH,2024-09-27T10:55:22Z,39322,2024-09-27T11:16:47Z,40607,1285
2024-09-23,Red,65189881,1,North,place-fldcr,70090,Fields Corner,place-harsq,70068,Harvard,2024-09-23T08:56:22Z,32182,2024-09-23T09:27:27Z,34047,1865
2024-02-28,Orange,NONREV-1580536800,1,North,place-dwnxg,70021,Downtown Crossing,place-state,70023,State,2024-02-28T06:58:15Z,25095,2024-02-28T06:59:15Z,25155,60
2024-10-02,Blue,65198419,1,East,place-state,70042,State,place-aqucl,70044,Aquarium,2024-10-02T22:37:26Z,81446,2024-10-02T22:37:56Z,81476,30
2024-12-31,Orange,66292280,0,South,place-north,70026,North Station,place-state,70022,State,2024-12-31T08:41:46Z,31306,2024-12-31T08:43:40Z,31420,114
2024-04-05,Blue,59736527,1,East,place-gover,70040,Government Center,place-bmmnl,70056,Beachmont,2024-04-05T06:44:40Z,24280,2024-04-05T07:01:19Z,25279,999
2024-08-14,Orange,63145571,1,North,place-grnst,70003,Green Street,place-dwnxg,70021,Downtown Crossing,2024-08-14T10:34:45Z,38085,2024-08-14T10:55:45Z,39345,1260
2024-09-04,Red,ADDED-1582051005,1,North,place-brdwy,70082,Broadway,place-portr,70066,Porter,2024-09-04T13:50:26Z,49826,2024-09-04T14:09:31Z,50971,1145
2024-08-05,Orange,63145566,1,North,place-rcmnl,70009,Roxbury Crossing,place-tumnl,70017,Tufts Medical Center,2024-08-05T09:57:17Z,35837,2024-08-05T10:03:44Z,36224,387
2024-08-23,Orange,63145556,1,North,place-dwnxg,70021,Downtown Crossing,place-sull,70031,Sullivan Square,2024-08-23T08:58:20Z,32300,2024-08-23T09:07:39Z,32859,559
