Calendar_Date,ID,Track_Direction,Line,Branch,Track_Name,Location_Description,Loc_GTFS_Stop_ID,Location_Type,Direction_Sort,Restriction_Status,Date_Restriction_Reported,Date_Restriction_Cleared,Restriction_Speed_MPH,Restriction_Reason,Restriction_Distance_Feet,Restriction_Distance_Miles,Line_Restricted_Track_Pct,Line_Total_Track_Miles,Systemwide_Restricted_Track_Pct,Systemwide_Total_Track_Miles,SR_Restriction_Distance_Span,Restriction_Path,Restriction_Days_Active_On_Calendar_Day,Restriction_Days_to_Clear,Daily_Restriction_Count_Start,Month_Restriction_Count_Start,Restriction_Count_New,Restriction_Count_Cleared,Month_Restriction_Count_End,Daily_Restriction_Count_End
2024-02-25,000045L,NB,Orange Line,Orange Line,OL NB,NB Back Bay to Tufts Med.,place-bbsta | place-tumnl,Between Stations,OLNB-16,Active Restriction,2023-10-20,,25 mph,Track,600.0,0.1136363636363636,0.005041542308623,22.54,0.0008329890312004372,136.42,Multi-Segment,End,128,,0,0,0,0,0,0
2024-04-05,567513,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB Andrew to Broadway,place-andrw | place-brdwy,Between Stations,RBNB-14,Active Restriction,2023-08-04,,10 mph,Track,900.0,0.1704545454545454,0.0035953289486299,47.41,0.0012494835468006,136.42,Single Segment,Start|End,245,,1,0,0,0,0,1
2024-04-01,544805,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB Quincy Center to Wollaston,place-qnctr | place-wlsta,Between Stations,RBNB-06,Active Restriction,2023-05-26,,25 mph,Track,6350.0,1.2026515151515151,0.0253670431375556,47.41,0.0088158005802046,136.42,Single Segment,Start|End,311,,1,1,0,0,0,1
2024-06-24,526515,SB,Orange Line,Orange Line,OL SB,SB Assembly to Sullivan,place-astao | place-sull,Between Stations,OLSB-08,Active Restriction,2023-03-20,,25 mph,Track,200.0,0.0378787878787878,0.0016805141028743,22.54,0.00027766301040014574,136.42,Single Segment,Start|End,462,,1,0,0,0,0,1
2024-07-09,000047L,SB,Orange Line,Orange Line,OL SB,SB Ruggles to Roxbury Cross.,place-rugg | place-rcmnl,Between Stations,OLSB-30,Active Restriction,2023-10-20,,25 mph,Track,299.0000000000009,0.056628787878788,0.0025123685837971,22.54,0.00041510620054821914,136.42,Multi-Segment,Start,263,,1,0,0,0,0,1
2024-01-04,550078,EB,Green Line,Green Line - B,GL Kenmore-Boston Col. EB,EB Allston St to Griggs St,place-alsgr | place-grigg,Between Stations,GBEB-16,Active Restriction,2023-06-18,,20 mph,Track,220.00000000000028,0.0416666666666667,0.0007717478545409654,53.99,0.0003054293114401607,136.42,Single Segment,Start|End,200,,1,0,0,0,0,1
2024-07-15,564973,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB Kendall to Central,place-knncl | place-cntsq,Between Stations,RBNB-26,Active Restriction,2023-07-28,,25 mph,Track,99.00000000000092,0.0187500000000001,0.000395486184349297,47.41,0.0001374431901480734,136.42,Multi-Segment,Start,353,,1,0,0,0,0,1
2024-03-26,000050L,NB,Orange Line,Orange Line,OL NB,NB North Sta. to Comm. College,place-north | place-ccmnl,Between Stations,OLNB-28,Active Restriction,2023-10-26,,25 mph,Track,341.0000000000025,0.0645833333333338,0.0028652765454007,22.54,0.000473415432732252,136.42,Multi-Segment,Start,152,,1,0,0,0,0,1
2024-01-13,516965,WB,Green Line,Green Line Trunk,GL Kenmore-College Ave WB,WB Haymarket to Govt Center,place-haecl | place-gover,Between Stations,GAWB-18,Active Restriction,2023-02-13,,5 mph,Track,500.0,0.0946969696969697,0.001753972396684,53.99,0.0006941575260003644,136.42,Single Segment,Start|End,334,,1,0,0,0,0,1
2024-07-14,523547,SB,Red Line,Red Line - Braintree,RL Alewife-Braintree SB,SB Quincy Adams to Braintree,place-qamnl | place-brntn,Between Stations,RBSB-34,Active Restriction,2023-03-08,,25 mph,Track,2900.0,0.5492424242424242,0.0115849488344742,47.41,0.0040261136508021,136.42,Single Segment,Start|End,494,,1,0,0,0,0,1
2024-05-29,000062L,NB,Orange Line,Orange Line,OL NB,NB Community College,place-ccmnl,Station,OLNB-29,Active Restriction,2024-03-01,,25 mph,Track,50.99999999999909,0.0096590909090907,0.0004285310962329519,22.54,7.08040676520359e-05,136.42,Multi-Segment,Start,89,,1,0,0,0,0,1
2024-08-05,000141G,EB,Green Line,Green Line - B,GL Kenmore-Boston Col. EB,EB Allston St to Griggs St,place-alsgr | place-grigg,Between Stations,GBEB-16,Active Restriction,2024-07-11,,6 mph,Track,400.0,0.0757575757575757,0.0014031779173472,53.99,0.0005553260208002915,136.42,Single Segment,Start|End,25,,1,0,0,0,0,1
2024-04-15,568491,EB,Blue Line,Blue Line,BL EB,EB Airport to Wood I,place-aport | place-wimnl,Between Stations,BLEB-12,Active Restriction,2023-08-10,,25 mph,Track,400.0,0.0757575757575757,0.0060703185703185,12.48,0.0005553260208002915,136.42,Single Segment,Start|End,249,,1,0,0,0,0,1
2024-01-17,329925,WB,Green Line,Green Line - C,GL Kenmore-Cleveland Cir. WB,WB Kenmore to St. Mary's St,place-kencl | place-smary,Between Stations,GCWB-02,Active Restriction,2021-09-23,,6 mph,Track,413.0,0.0782196969696969,0.0014487811996609,53.99,0.0005733741164763009,136.42,Multi-Segment,End,846,,0,0,0,0,0,0
2024-09-25,508520,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB JFK to Andrew,place-jfk | place-andrw,Between Stations,RBNB-12,Active Restriction,2023-01-13,,10 mph,Track,513.9999999999986,0.0973484848484845,0.0020533323106619,47.41,0.0007135939367283726,136.42,Multi-Segment,End,621,,0,0,0,0,0,0
2024-02-19,540439,SB,Red Line,Red Line - Braintree,RL Alewife-Braintree SB,SB JFK to North Quincy,place-jfk | place-nqncy,Between Stations,RBSB-26,Active Restriction,2023-05-05,,25 mph,Track,1000.0,0.1893939393939394,0.0039948099429221,47.41,0.0013883150520007,136.42,Single Segment,Start|End,290,,1,0,0,0,0,1
2024-09-24,000075L,NB,Orange Line,Orange Line,OL NB,NB Mass Ave to Back Bay,place-masta | place-bbsta,Between Stations,OLNB-14,Active Restriction,2024-09-13,,25 mph,Track,1000.0,0.1893939393939394,0.0084025705143717,22.54,0.0013883150520007,136.42,Single Segment,Start|End,11,,1,0,0,0,0,1
2024-04-22,532634,WB,Blue Line,Blue Line,BL WB,WB Wood I to Airport,place-wimnl | place-aport,Between Stations,BLWB-12,Active Restriction,2023-04-08,,25 mph,Track,2500.0,0.4734848484848485,0.037939491064491,12.48,0.0034707876300018,136.42,Multi-Segment,End,380,,0,0,0,0,0,0
2024-05-30,564973,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB Central Station,place-cntsq,Station,RBNB-27,Active Restriction,2023-07-28,,25 mph,Track,200.9999999999991,0.0380681818181816,0.0008029567985273497,47.41,0.0002790513254521452,136.42,Multi-Segment,End,307,,0,0,0,0,0,0
2024-03-10,000050L,NB,Orange Line,Orange Line,OL NB,NB Community College,place-ccmnl,Station,OLNB-29,Active Restriction,2023-10-26,,25 mph,Track,58.9999999999975,0.0111742424242419,0.0004957516603479126,22.54,8.191058806803952e-05,136.42,Multi-Segment,End,136,,0,0,0,0,0,0
2024-05-25,000127R,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB Braintree to Quincy Adams,place-brntn | place-qamnl,Between Stations,RBNB-02,Active Restriction,2024-02-21,,10 mph,Track,500.0,0.0946969696969697,0.001997404971461,47.41,0.0006941575260003644,136.42,Single Segment,Start|End,94,,1,0,0,0,0,1
2024-09-11,000073L,NB,Orange Line,Orange Line,OL NB,NB Downtown Cross. to State St.,place-dwnxg | place-state,Between Stations,OLNB-22,Active Restriction,2024-08-27,,10 mph,,100.0,0.0189393939393939,0.0008402570514371758,22.54,0.00013883150520007287,136.42,Single Segment,Start|End,15,,1,0,0,0,0,1
2024-02-13,528761,WB,Green Line,Green Line - B,GL Kenmore-Boston Col. WB,WB Blandford St to BU East,place-bland | place-buest,Between Stations,GBWB-04,Active Restriction,2023-03-30,,6 mph,Track,219.0000000000001,0.0414772727272727,0.0007682399097475968,53.99,0.00030404099638815975,136.42,Multi-Segment,Start,320,,1,0,0,0,0,1
2024-07-30,567259,SB,Red Line,Red Line - Braintree,RL Alewife-Braintree SB,SB Charles to Park,place-chmnl | place-pktrm,Between Stations,RBSB-14,Active Restriction,2023-08-03,,10 mph,Track,500.0,0.0946969696969697,0.001997404971461,47.41,0.0006941575260003644,136.42,Single Segment,Start|End,362,,1,0,0,0,0,1
2024-02-23,571150,SB,Orange Line,Orange Line,OL SB,SB Sullivan Station,place-sull,Station,OLSB-09,Active Restriction,2023-08-23,,10 mph,Track,400.0,0.0757575757575757,0.0033610282057487,22.54,0.0005553260208002915,136.42,Single Segment,Start|End,184,,1,0,0,0,0,1
2024-04-09,000062L,NB,Orange Line,Orange Line,OL NB,NB Comm. College to Sullivan,place-ccmnl | place-sull,Between Stations,OLNB-30,Active Restriction,2024-03-01,,25 mph,Track,549.0000000000009,0.1039772727272729,0.0046130112123901,22.54,0.0007621849635484014,136.42,Multi-Segment,End,39,,0,0,0,0,0,0
2024-01-01,541773,NB,Orange Line,Orange Line,OL NB,NB Green St. to Stony Brook,place-grnst | place-sbmnl,Between Stations,OLNB-04,Active Restriction,2023-05-11,,25 mph,Track,100.0,0.0189393939393939,0.0008402570514371758,22.54,0.00013883150520007287,136.42,Single Segment,Start|End,235,,1,1,0,0,0,1
2024-08-22,526496,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB Braintree to Quincy Adams,place-brntn | place-qamnl,Between Stations,RBNB-02,Active Restriction,2023-03-20,,25 mph,Track,200.0,0.0378787878787878,0.0007989619885844312,47.41,0.00027766301040014574,136.42,Single Segment,Start|End,521,,1,0,0,0,0,1
2024-05-15,555806,SB,Red Line,Red Line - Braintree,RL Alewife-Braintree SB,SB Central to Kendall,place-cntsq | place-knncl,Between Stations,RBSB-10,Active Restriction,2023-07-11,,25 mph,Track,1100.0,0.2083333333333333,0.0043942909372143,47.41,0.0015271465572008,136.42,Single Segment,Start|End,309,,1,0,0,0,0,1
2024-02-20,516965,WB,Green Line,Green Line Trunk,GL Kenmore-College Ave WB,WB Haymarket to Govt Center,place-haecl | place-gover,Between Stations,GAWB-18,Active Restriction,2023-02-13,,5 mph,Track,500.0,0.0946969696969697,0.001753972396684,53.99,0.0006941575260003644,136.42,Single Segment,Start|End,372,,1,0,0,0,0,1
2024-09-19,524008,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB Braintree to Quincy Adams,place-brntn | place-qamnl,Between Stations,RBNB-02,Active Restriction,2023-03-09,,25 mph,Track,300.0,0.0568181818181818,0.0011984429828766,47.41,0.0004164945156002186,136.42,Single Segment,Start|End,560,,1,0,0,0,0,1
2024-03-08,523867,SB,Red Line,Red Line - Braintree,RL Alewife-Braintree SB,SB Broadway to Andrew,place-brdwy | place-andrw,Between Stations,RBSB-22,Active Restriction,2023-03-09,,25 mph,Track,300.0,0.0568181818181818,0.0011984429828766,47.41,0.0004164945156002186,136.42,Single Segment,Start|End,365,,1,0,0,0,0,1
2024-06-01,000125R,SB,Red Line,Red Line - Braintree,RL Alewife-Braintree SB,SB Wollaston to Quincy Center,place-wlsta | place-qnctr,Between Stations,RBSB-30,Active Restriction,2024-02-14,,10 mph,Track,600.0,0.1136363636363636,0.0023968859657532,47.41,0.0008329890312004372,136.42,Single Segment,Start|End,108,,1,1,0,0,0,1
2024-03-29,541215,EB,Blue Line,Blue Line,BL EB,EB Wood I to Orient Heights,place-wimnl | place-orhte,Between Stations,BLEB-14,Active Restriction,2023-05-09,,10 mph,Track,1400.0,0.2651515151515151,0.0212461149961149,12.48,0.001943641072801,136.42,Multi-Segment,End,325,,0,0,0,0,0,0
2024-07-17,565480,SB,Red Line,Red Line - Braintree,RL Alewife-Braintree SB,SB JFK Station (Braintree),place-jfk,Station,RBSB-25,Active Restriction,2023-08-01,,10 mph,Track,87.00000000000045,0.0164772727272728,0.00034754846503422937,47.41,0.00012078340952406402,136.42,Multi-Segment,End,351,,0,0,0,0,0,0
2024-05-09,000053L,SB,Orange Line,Orange Line,OL SB,SB Haymarket to State St.,place-haecl | place-state,Between Stations,OLSB-16,Active Restriction,2023-11-28,,10 mph,Track,900.0,0.1704545454545454,0.0075623134629345,22.54,0.0012494835468006,136.42,Single Segment,Start|End,163,,1,0,0,0,0,1
2024-07-29,550504,WB,Green Line,Green Line - B,GL Kenmore-Boston Col. WB,WB Allston St to Warren St,place-alsgr | place-wrnst,Between Stations,GBWB-20,Active Restriction,2023-06-21,,10 mph,Track,323.0000000000004,0.0611742424242425,0.0011330661682578,53.99,0.0004484257617962359,136.42,Multi-Segment,End,404,,0,0,0,0,0,0
2024-02-29,541215,EB,Blue Line,Blue Line,BL EB,EB Airport to Wood I,place-aport | place-wimnl,Between Stations,BLEB-12,Active Restriction,2023-05-09,,10 mph,Track,99.00000000000092,0.0187500000000001,0.0015024038461538,12.48,0.0001374431901480734,136.42,Multi-Segment,Start,296,,1,0,0,0,1,1
2024-09-26,568578,NB,Orange Line,Orange Line,OL NB,NB Stony Brook to Jackson Sq.,place-sbmnl | place-jaksn,Between Stations,OLNB-06,Active Restriction,2023-08-10,,25 mph,Track,600.0,0.1136363636363636,0.005041542308623,22.54,0.0008329890312004372,136.42,Single Segment,Start|End,413,,1,0,0,0,0,1
2024-10-12,526502,NB,Orange Line,Orange Line,OL NB,NB Malden to Oak Grove,place-mlmnl | place-ogmnl,Between Stations,OLNB-38,Active Restriction,2023-03-20,,25 mph,Track,400.0,0.0757575757575757,0.0033610282057487,22.54,0.0005553260208002915,136.42,Single Segment,Start|End,572,,1,0,0,0,0,1
2024-10-31,526515,SB,Orange Line,Orange Line,OL SB,SB Assembly to Sullivan,place-astao | place-sull,Between Stations,OLSB-08,Active Restriction,2023-03-20,,25 mph,Track,200.0,0.0378787878787878,0.0016805141028743,22.54,0.00027766301040014574,136.42,Single Segment,Start|End,591,,1,0,0,0,1,1
2024-08-25,000047L,SB,Orange Line,Orange Line,OL SB,SB Ruggles to Roxbury Cross.,place-rugg | place-rcmnl,Between Stations,OLSB-30,Active Restriction,2023-10-20,,25 mph,Track,299.0000000000009,0.056628787878788,0.0025123685837971,22.54,0.00041510620054821914,136.42,Multi-Segment,Start,310,,1,0,0,0,0,1
2024-01-15,576232,SB,Red Line,Red Line - Braintree,RL Alewife-Braintree SB,SB Charles to Park,place-chmnl | place-pktrm,Between Stations,RBSB-14,Active Restriction,2023-09-12,,25 mph,Track,300.0,0.0568181818181818,0.0011984429828766,47.41,0.0004164945156002186,136.42,Single Segment,Start|End,125,,1,0,0,0,0,1
2024-02-04,550788,SB,Orange Line,Orange Line,OL SB,SB Sullivan to Comm. College,place-sull | place-ccmnl,Between Stations,OLSB-10,Active Restriction,2023-06-22,,10 mph,Track,700.0,0.1325757575757575,0.0058817993600602,22.54,0.00097182053640051,136.42,Single Segment,Start|End,227,,1,0,0,0,0,1
2024-07-09,550078,EB,Green Line,Green Line - B,GL Kenmore-Boston Col. EB,EB Allston St to Griggs St,place-alsgr | place-grigg,Between Stations,GBEB-16,Active Restriction,2023-06-18,,20 mph,Track,370.0000000000003,0.0700757575757576,0.0012979395735461,53.99,0.00051367656924027,136.42,Single Segment,Start|End,387,,1,0,0,0,0,1
2024-01-10,541215,EB,Blue Line,Blue Line,BL EB,EB Airport to Wood I,place-aport | place-wimnl,Between Stations,BLEB-12,Active Restriction,2023-05-09,,10 mph,Track,99.00000000000092,0.0187500000000001,0.0015024038461538,12.48,0.0001374431901480734,136.42,Multi-Segment,Start,246,,1,0,0,0,0,1
2024-08-31,000048L,NB,Orange Line,Orange Line,OL NB,NB Stony Brook to Jackson Sq.,place-sbmnl | place-jaksn,Between Stations,OLNB-06,Active Restriction,2023-10-20,,10 mph,Track,299.99999999999994,0.0568181818181818,0.0025207711543115,22.54,0.00041649451560021855,136.42,Multi-Segment,End,316,,0,0,0,0,0,0
2024-04-23,549199,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB Central to Harvard,place-cntsq | place-harsq,Between Stations,RBNB-28,Active Restriction,2023-06-13,,25 mph,Track,800.0,0.1515151515151515,0.0031958479543377,47.41,0.0011106520416005,136.42,Single Segment,Start|End,315,,1,0,0,0,0,1
2024-01-10,523896,SB,Orange Line,Orange Line,OL SB,SB Jackson Sq. to Stony Brook,place-jaksn | place-sbmnl,Between Stations,OLSB-34,Active Restriction,2023-03-09,,25 mph,Track,814.0,0.1541666666666666,0.0068396923986986,22.54,0.0011300884523285,136.42,Single Segment,Start|End,307,,1,0,0,0,0,1
2024-03-13,568589,SB,Orange Line,Orange Line,OL SB,SB North Station,place-north,Station,OLSB-13,Active Restriction,2023-08-10,,25 mph,Track,352.99999999999727,0.06685606060606,0.0029661073915732,22.54,0.0004900752133562534,136.42,Multi-Segment,End,216,,0,0,0,0,0,0
2024-05-08,548597,EB,Green Line,Green Line - B,GL Kenmore-Boston Col. EB,EB Griggs St to Harvard Ave,place-grigg | place-harvd,Between Stations,GBEB-18,Active Restriction,2023-06-08,,6 mph,Track,97.00000000000132,0.0183712121212123,0.0003402706449567025,53.99,0.0001346665600440725,136.42,Multi-Segment,End,335,,0,0,0,0,0,0
2024-09-24,526515,SB,Orange Line,Orange Line,OL SB,SB Assembly to Sullivan,place-astao | place-sull,Between Stations,OLSB-08,Active Restriction,2023-03-20,,25 mph,Track,200.0,0.0378787878787878,0.0016805141028743,22.54,0.00027766301040014574,136.42,Single Segment,Start|End,554,,1,0,0,0,0,1
2024-04-07,000115R,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB Andrew to Broadway,place-andrw | place-brdwy,Between Stations,RBNB-14,Active Restriction,2024-01-23,,25 mph,Track,499.0000000000009,0.0945075757575759,0.0019934101615181,47.41,0.0006927692109483649,136.42,Multi-Segment,Start,75,,1,0,0,0,0,1
2024-06-29,543720,SB,Red Line,Red Line - Braintree,RL Alewife-Braintree SB,SB Quincy Adams to Braintree,place-qamnl | place-brntn,Between Stations,RBSB-34,Active Restriction,2023-05-23,,25 mph,Track,200.0,0.0378787878787878,0.0007989619885844312,47.41,0.00027766301040014574,136.42,Single Segment,Start|End,403,,1,0,0,0,0,1
2024-02-11,523853,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB Davis to Alewife,place-davis | place-alfcl,Between Stations,RBNB-34,Active Restriction,2023-03-09,,25 mph,Track,200.0,0.0378787878787878,0.0007989619885844312,47.41,0.00027766301040014574,136.42,Single Segment,Start|End,339,,1,0,0,0,0,1
2024-03-31,531819,EB,Blue Line,Blue Line,BL EB,EB Beachmont to Revere Beach,place-bmmnl | place-rbmnl,Between Stations,BLEB-20,Active Restriction,2023-04-05,,25 mph,Track,1700.0,0.3219696969696969,0.0257988539238539,12.48,0.0023601355884012,136.42,Single Segment,Start|End,361,,1,0,0,0,1,1
2024-06-01,550504,WB,Green Line,Green Line - B,GL Kenmore-Boston Col. WB,WB Allston St Station,place-alsgr,Station,GBWB-19,Active Restriction,2023-06-21,,10 mph,Track,176.5999999999991,0.0334469696969695,0.0006195030505087892,53.99,0.00024517643818332746,136.42,Multi-Segment,Start,346,,1,1,0,0,0,1
2024-01-10,550537,WB,Green Line,Green Line Trunk,GL Kenmore-College Ave WB,WB Copley to Hynes,place-coecl | place-hymnl,Between Stations,GAWB-28,Active Restriction,2023-06-21,,6 mph,Track,400.0,0.0757575757575757,0.0014031779173472,53.99,0.0005553260208002915,136.42,Single Segment,Start|End,203,,1,0,0,0,0,1
2024-02-27,000108R,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB Charles to Kendall,place-chmnl | place-knncl,Between Stations,RBNB-24,Active Restriction,2023-10-19,,10 mph,Track,500.0,0.0946969696969697,0.001997404971461,47.41,0.0006941575260003644,136.42,Multi-Segment,End,131,,0,0,0,0,0,0
2024-07-14,541778,NB,Orange Line,Orange Line,OL NB,NB Wellington to Malden,place-welln | place-mlmnl,Between Stations,OLNB-36,Active Restriction,2023-05-11,,25 mph,Track,900.0,0.1704545454545454,0.0075623134629345,22.54,0.0012494835468006,136.42,Single Segment,Start|End,430,,1,0,0,0,0,1
2024-03-29,000023B,WB,Blue Line,Blue Line,BL WB,WB Airport Station,place-aport,Station,BLWB-13,Active Restriction,2024-02-15,,10 mph,Track,120.99999999999795,0.0229166666666662,0.0018362713675213,12.48,0.00016798612129208533,136.42,Multi-Segment,End,43,,0,0,0,0,0,0
2024-05-30,552291,SB,Red Line,Red Line - Braintree,RL Alewife-Braintree SB,SB Quincy Adams to Braintree,place-qamnl | place-brntn,Between Stations,RBSB-34,Active Restriction,2023-06-28,,10 mph,Track,600.0,0.1136363636363636,0.0023968859657532,47.41,0.0008329890312004372,136.42,Single Segment,Start|End,337,,1,0,0,0,0,1
2024-02-07,540439,SB,Red Line,Red Line - Braintree,RL Alewife-Braintree SB,SB JFK to North Quincy,place-jfk | place-nqncy,Between Stations,RBSB-26,Active Restriction,2023-05-05,,25 mph,Track,1000.0,0.1893939393939394,0.0039948099429221,47.41,0.0013883150520007,136.42,Single Segment,Start|End,278,,1,0,0,0,0,1
