route_id,from_stop_id,median_travel_time,travel_time_volatility,buffer_time_index,on_time_performance,n_observations,total_miles_restricted,station_rss,station_rss_scaled
Blue,70038,-1.0503766813638353,-0.3260101035324383,-0.3276008815992055,0.08186518950601795,596003,-1.2530565570316905,0.46673120156715986,94.3363501863517
Blue,70039,-0.30083870486210074,1.5831321915148242,0.9239615821392068,1.9514641044072536,57184,-1.2530565570316905,0.03152404412078988,89.47193928311155
Blue,70040,-1.0229871878792296,-0.3217577840441183,-0.31444591619938167,-0.5578472312837265,539322,-1.2530565570316905,0.2983428511249969,92.45423470673572
Blue,70041,-0.03191076094266708,-0.2850667407620258,-0.26315392979146546,0.33059160238035135,114284,-1.2530565570316905,0.34979533807802976,93.02933103557768
Blue,70042,-1.027703259605056,2.861855758440763,3.4727919610092344,-0.5965778258955496,482688,-1.2530565570316905,-1.453345241692459,72.87521236763925
Blue,70043,-0.1909995804938691,-0.29145458260204793,-0.27371071126630225,-0.7541107032688084,171376,-1.2530565570316905,0.1067192404271349,90.31241335741247
Blue,70044,-0.9589937223072502,-0.36245268896650196,-0.33450553593621607,-1.7510439765771553,425668,-1.2530565570316905,0.005633276130647263,89.18255219020735
Blue,70045,-0.2614322978453419,-0.2751467797731977,-0.22450996091985834,-0.7599159217491842,226446,-1.2530565570316905,0.09945570511593829,90.23122714583641
Blue,70046,-1.2150673476509066,-0.3334405140699917,-0.3135983279732221,0.774904361697347,368733,-1.2530565570316905,0.6630515587859453,96.53066815618135
Blue,70047,0.6027515684374857,0.0957805928361252,-0.31968472520379165,1.2033247961831794,281205,-1.2530565570316905,0.3917001525752577,93.49771082449163
Blue,70048,-1.2661032765937685,-0.27855582779331994,-0.25867116916724653,0.09994386917160931,312203,-1.2530565570316905,0.47451386372527826,94.42333879858023
Blue,70049,-0.3451534542212003,-0.2847863435257559,-0.21352093319318677,-0.42478875079148076,333055,-1.2530565570316905,0.19545830531821456,91.30427037863504
Blue,70050,-1.3185881451556916,-0.3089990650700435,-0.2810226550347451,0.06848801362836678,179590,-1.2530565570316905,0.48772131090981163,94.57096148582045
Blue,70051,-0.687278027198237,5.034911871775727,2.720982326981619,1.3726147886375615,388297,-1.2530565570316905,-1.3674224927470413,73.8355907751519
Blue,70052,0.5588921013873024,-0.22830088053260314,-0.20119537744967528,-0.07599870611978095,221582,-1.2530565570316905,0.12984622846069807,90.57090904348911
Blue,70053,-1.2064278670239412,4.211290038704398,4.4550242996685405,0.3416792068094123,433341,-1.2530565570316905,-1.7748889471341214,69.28124411629815
Blue,70054,0.9757984231003054,2.745428817920438,4.841386984824492,0.6849898575767912,166515,-1.2530565570316905,-1.7465205940539112,69.59832374991458
