route_id,median_travel_time,travel_time_volatility,buffer_time_index,planning_time_index,on_time_performance,n_observations,avg_daily_ridership,exposure_weight,n_restrictions,total_miles_restricted,severity_index,travel_time_score,volatility_score,buffer_score,otp_score,restriction_score,RSS_equal,RSS_equal_scaled,RSS_literature,RSS_literature_scaled
Blue,-1.0506506949150047,1.3455995674192116,1.385215230729935,10.54808105473719,0.28622815525020595,7086883,158984.08,0.21713479531779023,23,-0.9994014656679687,0.0,1.0506506949150047,-1.3455995674192116,-1.385215230729935,0.28622815525020595,0.9994014656679687,-0.0789068964631934,74.76780341223477,-0.35360890992068755,60.0
Orange,-0.29449160647548406,-0.2959425784966451,-0.44586063277883753,4.127468848807593,1.056283722254697,15924805,261439.10064102564,0.3570642142644488,67,-0.3668427068247189,0.0,0.29449160647548406,0.2959425784966451,0.44586063277883753,1.056283722254697,0.3668427068247189,0.4918842493660766,100.0,0.5303797450363394,100.0
Red,1.3451423013904906,-1.049656988922566,-0.9393545979510971,4.484963597075806,-1.3425118775049352,12917393,311767.52959183673,0.42580099041776115,113,1.3662441724926877,0.0,-1.3451423013904906,1.049656988922566,0.9393545979510971,-1.3425118775049352,-1.3662441724926877,-0.41297735290289006,60.0,-0.17677083511566039,68.00182553535707
